cc_num,spend_tier,transactions,total_spend,total_revenue
4740713119940984,Mid Spender,1051,67901.35,1222.22
3520550088202337,Mid Spender,970,67772.1,1219.9
6011360759745864,Mid Spender,1037,67760.65,1219.69
4390966588600992777,Mid Spender,1023,67713.35,1218.84
4471568287204,Mid Spender,1050,67651.48,1217.73
60490596305,Mid Spender,1000,67535.97,1215.65
376262134119629,Mid Spender,1020,67487.97,1214.78
371284424780634,Mid Spender,1028,67378.83,1212.82
4254074738931278,Mid Spender,1011,67253.78,1210.57
4839043708100390,Mid Spender,993,66970.67,1205.47
2720894374956739,Mid Spender,1028,66783.97,1202.11
4497913965512794052,Mid Spender,1029,66320.28,1193.77
4599285557366057,Mid Spender,972,66229.55,1192.13
3528231451607350,Mid Spender,1047,66081.09,1189.46
4427805710168,Mid Spender,1538,66059.67,1189.07
4312133045694601139,Mid Spender,1030,66027.06,1188.49
180046765320457,Mid Spender,1006,65968.97,1187.44
340103199302564,Mid Spender,1037,65725.54,1183.06
2719496466799416,Mid Spender,1027,65648.2,1181.67
180014262259255,Mid Spender,1007,65617.32,1181.11
180046165512893,Mid Spender,1046,65509.08,1179.16
4562827002127,Mid Spender,1058,65498.64,1178.98
4383521454815,Mid Spender,1030,65436.09,1177.85
376012912828093,Mid Spender,1012,65327.34,1175.89
30143713661454,Mid Spender,1036,65316.38,1175.69
343472729187663,Mid Spender,1017,65292.96,1175.27
4220495028289516646,Mid Spender,1016,65282.62,1175.09
371985236239474,Mid Spender,1010,65178.73,1173.22
3519232971341141,Mid Spender,1032,65174.65,1173.14
180017442990269,Mid Spender,1036,65158.41,1172.85
4428780983793657331,Mid Spender,998,65133.0,1172.39
676118385837,Mid Spender,1016,65120.06,1172.16
2248348993063230,Mid Spender,1001,64959.45,1169.27
180069253480336,Mid Spender,1006,64891.74,1168.05
2657850734909997,Mid Spender,1016,64860.43,1167.49
2512312531485080,Mid Spender,1032,64717.08,1164.91
6528911529051375,Mid Spender,1048,64603.4,1162.86
6011603272871604,Mid Spender,1025,64592.32,1162.66
343819048608995,Mid Spender,1045,64559.55,1162.07
370818583810103,Mid Spender,995,64514.83,1161.27
4018105808392773675,Mid Spender,1007,64473.2,1160.52
4225990116481262579,Mid Spender,1032,64381.29,1158.86
3513506355699497,Mid Spender,1054,64291.24,1157.24
2256234701263057,Mid Spender,1028,64209.59,1155.77
4822367783500458,Mid Spender,998,64080.15,1153.44
4266200684857219,Mid Spender,1012,63878.96,1149.82
4003771737807706,Mid Spender,1004,63873.41,1149.72
213113028819344,Mid Spender,1022,63821.96,1148.8
6011681934117244,Mid Spender,1028,63713.7,1146.85
6524376634971418,Mid Spender,1017,63687.87,1146.38
6011382886333463,Mid Spender,984,63681.77,1146.27
3558881852140592,Mid Spender,1043,63535.6,1143.64
30242921189660,Mid Spender,1028,63523.23,1143.42
4195740185974,Mid Spender,1023,63451.69,1142.13
3597926034019603,Mid Spender,1049,63416.41,1141.5
6540981358631302,Mid Spender,1026,63383.97,1140.91
370348764075623,Mid Spender,1000,63052.14,1134.94
4259996134423,Mid Spender,1013,63029.14,1134.52
341283058448499,Low Spender,1046,63007.03,1134.13
4410582919485061752,Low Spender,1013,62974.69,1133.54
6592243974328236,Low Spender,1005,62973.35,1133.52
378858024506425,Low Spender,1035,62961.83,1133.31
4599735407877245080,Low Spender,1000,62913.56,1132.44
4897067971111209737,Low Spender,1026,62864.96,1131.57
6011917798331152,Low Spender,1002,62778.59,1130.01
371034293500716,Low Spender,1018,62751.09,1129.52
6011305591981276,Low Spender,1019,62724.01,1129.03
6011626928491360,Low Spender,1021,62709.22,1128.77
4957924165498,Low Spender,1033,62387.89,1122.98
580954173374,Low Spender,1024,62385.2,1122.93
4670613943676271,Low Spender,1019,62311.92,1121.61
180081032825079,Low Spender,1034,62145.04,1118.61
4561892980175,Low Spender,1008,62052.96,1116.95
4601636330889,Low Spender,993,61741.59,1111.35
3597337756918966,Low Spender,1018,61669.96,1110.06
3534718226968689,Low Spender,1012,61504.9,1107.09
2356276337669917,Low Spender,1006,61311.25,1103.6
4311368326621416041,Low Spender,1034,61289.06,1103.2
3565423334076143,Low Spender,1033,61286.79,1103.16
4922710831011201,Low Spender,997,61270.26,1102.86
213120463918358,Low Spender,1034,61259.42,1102.67
4358137750029944984,Low Spender,1046,61237.41,1102.27
30344654314976,Low Spender,1014,61145.34,1100.62
213114122496591,Low Spender,1017,61052.24,1098.94
3562679455732797,Low Spender,1028,60867.88,1095.62
3573386445588324,Low Spender,1024,60812.64,1094.63
30376238035123,Low Spender,1032,60703.2,1092.66
4961003488432306,Low Spender,1026,60659.69,1091.87
4952583804639909,Low Spender,992,60607.78,1090.94
4509922033272157,Low Spender,1035,60608.0,1090.94
6550399784335736,Low Spender,1017,60565.29,1090.18
676248282243,Low Spender,1018,60358.0,1086.44
4467456915153312231,Low Spender,1018,60333.41,1086.0
3564182536169293,Low Spender,1003,59993.09,1079.88
4651007077623147,Low Spender,1028,59682.33,1074.28
345060451158891,Low Spender,1022,59524.34,1071.44
3517814635263522,Low Spender,1010,59232.45,1066.18
4710792708725663,Low Spender,1014,59201.94,1065.63
375904527651269,Low Spender,1009,59093.35,1063.68
3533177016567295,Low Spender,1027,58988.14,1061.79
501831082224,Low Spender,1018,58975.92,1061.57
4657269323674365,Low Spender,1018,58755.65,1057.6
2285066385084291,Low Spender,1011,58705.04,1056.69
4006047418382,Low Spender,999,58677.65,1056.2
30248898834493,Low Spender,1016,58464.64,1052.36
676148621961,Low Spender,1020,58364.29,1050.56
5456712664803820,Low Spender,1024,58259.94,1048.68
4104312520615374,Low Spender,1014,58222.95,1048.01
4239436242473,Low Spender,1037,58218.83,1047.94
4996263498048679,Low Spender,1024,58177.13,1047.19
4859525594182537,Low Spender,1028,58129.96,1046.34
30487648872433,Low Spender,1029,58114.9,1046.07
4428154703770710,Low Spender,1041,57957.32,1043.23
374238209524200,Low Spender,1032,57736.87,1039.26
30371006069917,Low Spender,1005,57617.05,1037.11
6011231546538393,Low Spender,1037,57388.84,1033.0
341542810616333,Low Spender,1005,56944.93,1025.01
4129767952109660,Low Spender,1031,56911.06,1024.4
4917187576956394,Low Spender,985,56895.84,1024.13
3546674063249004,Low Spender,1023,56694.36,1020.5
3563837241599446,Low Spender,1014,56340.33,1014.13
3599237318576484,Low Spender,1046,56213.58,1011.84
4063094974360571498,Low Spender,992,55932.1,1006.78
4933461930348832,Low Spender,1009,55457.89,998.24
3577794103155425,Low Spender,998,55381.0,996.86
3583293909206278,Low Spender,1011,55138.7,992.5
180056173248083,Low Spender,1021,55085.78,991.54
4481131401752,Low Spender,1024,54942.32,988.96
3508104404056005,Low Spender,1028,54542.21,981.76
4279161831637,Low Spender,993,54297.57,977.36
60423098130,Low Spender,500,54075.55,973.36
371284100299909,Low Spender,1010,52932.84,952.79
676309913934,Low Spender,1038,52724.65,949.04
213186334552049,Low Spender,1028,52696.35,948.53
4561368699336875,Low Spender,1032,52467.63,944.42
3529597930342630,Low Spender,1022,52362.38,942.52
2450829271795901,Low Spender,1029,51899.05,934.18
4661996144291811856,Low Spender,1015,51877.56,933.8
30408301059761,Low Spender,511,51709.98,930.78
213186880359195,Low Spender,526,51618.22,929.13
4518350514020532,Low Spender,1006,51155.92,920.81
4653178848915023204,Low Spender,999,51016.88,918.3
6501313409525696,Low Spender,531,50799.55,914.39
4713464490314802,Low Spender,533,50756.25,913.61
676275912597,Low Spender,529,50631.83,911.37
6502195877055606,Low Spender,513,50346.47,906.24
60427851591,Low Spender,514,49483.82,890.71
6011381817520024,Low Spender,988,49288.72,887.2
2454076758463217,Low Spender,521,49153.96,884.77
581508178315,Low Spender,503,48899.14,880.18
4555104582813474,Low Spender,491,48881.36,879.86
213107169859697,Low Spender,514,48657.73,875.84
4244953610136705533,Low Spender,516,48605.65,874.9
6011149206456997,Low Spender,523,48527.26,873.49
3576281490078437,Low Spender,516,48451.08,872.12
630471368021,Low Spender,519,48297.99,869.36
4501449508569485,Low Spender,506,47974.2,863.54
2610529083834453,Low Spender,523,47905.37,862.3
4492491748959010,Low Spender,499,47888.49,861.99
4026222041577,Low Spender,522,47702.77,858.65
4308156300921054,Low Spender,495,47651.09,857.72
4666314527820883145,Low Spender,509,47555.44,856.0
675961917837,Low Spender,540,47073.26,847.32
3550554389581384,Low Spender,519,46945.52,845.02
4103158249977,Low Spender,506,46891.42,844.05
676314217768,Low Spender,522,46818.29,842.73
4879265611163287,Low Spender,508,46711.76,840.81
3554818239968984,Low Spender,511,46657.7,839.84
3579200383632826,Low Spender,519,46174.77,831.15
378006354724784,Low Spender,514,46140.49,830.53
565399283797,Low Spender,510,46019.62,828.35
5154903938030655,Low Spender,514,45783.16,824.1
2227671554547514,Low Spender,529,45763.41,823.74
213198837352314,Low Spender,488,45634.72,821.42
4348786085525522,Low Spender,495,45310.39,815.59
3540017235499519,Low Spender,512,44850.75,807.31
180068353086472,Low Spender,500,44667.61,804.02
6592074504369261,Low Spender,485,44421.9,799.59
676234256292,Low Spender,498,44295.68,797.32
4433091568498503,Low Spender,501,44096.59,793.74
2268221587779419,Low Spender,500,44063.55,793.14
30011465039817,Low Spender,501,43939.45,790.91
180084695172649,Low Spender,497,43605.26,784.89
6593939509150446,Low Spender,501,43100.12,775.8
4226219726886852999,Low Spender,505,41741.39,751.35
36192615525683,Low Spender,494,41601.65,748.83
4725837176265195730,Low Spender,501,41474.15,746.53
676326610042,Low Spender,489,41451.36,746.12
38544312728630,Low Spender,518,40982.45,737.68
4044436772018844508,Low Spender,510,40733.29,733.2
2358122155477959,Low Spender,536,40581.05,730.46
3581130339108561,Low Spender,511,39798.32,716.37
3541554378551366,Low Spender,532,37963.13,683.34
4789911625179723,Low Spender,488,37864.26,681.56
346208242862904,Low Spender,519,37384.67,672.92
6011393492413821,Low Spender,512,36735.49,661.24
3583093681934489,Low Spender,510,36543.69,657.79
4116554952971686,Low Spender,504,36483.95,656.71
6526448584969862,Low Spender,511,36444.11,655.99
4425161475596168,Low Spender,506,36411.49,655.41
6011477612335392,Low Spender,534,36324.93,653.85
30434173205605,Low Spender,493,36189.97,651.42
4412720572684931,Low Spender,517,36160.38,650.89
30360260465747,Low Spender,507,36058.96,649.06
4600155880464,Low Spender,528,35971.03,647.48
4725673654161314,Low Spender,515,35739.74,643.32
377834944388609,Low Spender,495,35451.83,638.13
375237305371366,Low Spender,526,35441.49,637.95
342035762534413,Low Spender,499,35392.82,637.07
2284059275940012,Low Spender,503,35213.91,633.85
3513285035244624,Low Spender,517,34996.28,629.93
30570197515105,Low Spender,507,34828.42,626.91
3561212938177173,Low Spender,518,34580.32,622.45
3572976568630035,Low Spender,525,34573.52,622.32
2280870154157385,Low Spender,520,34526.02,621.47
3557442674264531,Low Spender,472,34477.89,620.6
4440581794652,Low Spender,516,34325.94,617.87
4124536010991657,Low Spender,516,34239.33,616.31
3501365119557234,Low Spender,490,34208.98,615.76
6526777409109795,Low Spender,488,34152.73,614.75
4633065159406313,Low Spender,535,34071.91,613.29
213113338379864,Low Spender,505,33964.14,611.35
6526955903501879,Low Spender,531,33939.53,610.91
6011706277606006,Low Spender,518,33920.27,610.56
374821819075109,Low Spender,488,33842.74,609.17
2260801330657968,Low Spender,510,33634.35,605.42
6539653032686894,Low Spender,546,33527.0,603.49
3536918668124647,Low Spender,510,33497.85,602.96
30373802285317,Low Spender,520,33391.92,601.05
3530503964418806,Low Spender,507,33376.17,600.77
2714019737356678,Low Spender,471,33364.35,600.56
4610064888664703,Low Spender,469,33239.08,598.3
501882822387,Low Spender,506,33222.23,598.0
6011581063717667,Low Spender,503,33158.89,596.86
38859492057661,Low Spender,503,33132.63,596.39
4807552641361,Low Spender,506,33128.89,596.32
4171397999167005,Low Spender,501,32957.15,593.23
3598895972308782,Low Spender,496,32839.88,591.12
501828204849,Low Spender,507,32811.85,590.61
3598634130286287,Low Spender,507,32635.67,587.44
4767265376804500,Low Spender,545,32630.45,587.35
3562264947797243,Low Spender,511,32629.03,587.32
4986925034905735,Low Spender,496,32598.61,586.77
30518196150127,Low Spender,496,32589.25,586.61
4134456652433447,Low Spender,510,32540.84,585.74
2235335206132667,Low Spender,510,32508.79,585.16
4980323467523543940,Low Spender,522,32392.03,583.06
377264520876399,Low Spender,512,32372.08,582.7
6569097840281287,Low Spender,489,32279.52,581.03
3531606252458308,Low Spender,508,32238.65,580.3
639095706599,Low Spender,532,32169.58,579.05
36890292963032,Low Spender,499,32157.32,578.83
4396682467723,Low Spender,516,32151.9,578.73
4798937978667559470,Low Spender,503,32088.34,577.59
573283817795,Low Spender,533,32073.66,577.33
4682744518117239,Low Spender,504,32011.04,576.2
2318062975163331,Low Spender,497,32010.18,576.18
180094608895855,Low Spender,506,32008.76,576.16
3576144910346950,Low Spender,531,31861.77,573.51
3544606805704278,Low Spender,519,31811.1,572.6
2231186809828225,Low Spender,526,31764.64,571.76
6011975266774121,Low Spender,525,31759.77,571.68
2274911989136158,Low Spender,502,31597.1,568.75
4972228199573984,Low Spender,499,31576.46,568.38
676308307625,Low Spender,507,31512.57,567.23
4260059589824237,Low Spender,496,31433.48,565.8
3542162746848552,Low Spender,509,31262.13,562.72
3592325941359225,Low Spender,495,31249.14,562.48
4209696857872688515,Low Spender,516,31078.85,559.42
6011948324228984,Low Spender,518,31078.15,559.41
180058696935600,Low Spender,472,31022.49,558.4
376944481517097,Low Spender,520,30997.21,557.95
6535328428560433,Low Spender,491,30912.4,556.42
2224100459250597,Low Spender,487,30910.05,556.38
38014427445058,Low Spender,516,30856.91,555.42
3560246577314524,Low Spender,511,30812.14,554.62
3565414434959494,Low Spender,520,30736.71,553.26
3566373869538620,Low Spender,497,30703.33,552.66
560881134780,Low Spender,503,30699.88,552.6
4687263141103,Low Spender,509,30680.07,552.24
3527063666782582,Low Spender,501,30576.82,550.38
6523180720198790,Low Spender,502,30555.29,550.0
3537797820923602,Low Spender,510,30475.34,548.56
3511058278399773,Low Spender,511,30471.9,548.49
4195832462863385,Low Spender,524,30448.8,548.08
3577596616955856,Low Spender,511,30395.07,547.11
4158758517677931,Low Spender,506,30379.91,546.84
4179719215697782,Low Spender,507,30332.88,545.99
36360452125889,Low Spender,511,30286.64,545.16
348253506557335,Low Spender,504,30219.51,543.95
3565943051129759,Low Spender,482,30195.98,543.53
379141394109214,Low Spender,496,30139.89,542.52
3595111028444131,Low Spender,506,29956.2,539.21
3597980945245815,Low Spender,511,29947.43,539.05
3500165543009955,Low Spender,503,29910.82,538.39
4462038234743679432,Low Spender,485,29663.27,533.94
30510856607165,Low Spender,526,29594.88,532.71
4855853415727304322,Low Spender,499,29548.36,531.87
60495593109,Low Spender,518,29523.69,531.43
3577663406369449,Low Spender,497,29511.58,531.21
4914700582394237,Low Spender,508,29460.62,530.29
3582402971899057,Low Spender,506,29366.85,528.6
6597248210463122,Low Spender,503,29106.9,523.92
4756039869079882102,Low Spender,528,29044.4,522.8
4605902936394,Low Spender,508,29018.3,522.33
570273151375,Low Spender,509,29003.12,522.06
2288748891690227,Low Spender,507,28987.26,521.77
676292294938,Low Spender,511,28943.57,520.98
2229824890647120,Low Spender,514,28939.32,520.91
4698163635895795,Low Spender,504,28917.36,520.51
639077309909,Low Spender,498,28862.5,519.53
30181367542315,Low Spender,519,28788.9,518.2
6011197122270059,Low Spender,506,28712.67,516.83
4760122961662,Low Spender,495,28646.67,515.64
180040027502291,Low Spender,491,28338.52,510.09
180047222886866,Low Spender,487,28335.43,510.04
4917226033950,Low Spender,507,28333.72,510.01
36581538659449,Low Spender,510,28329.43,509.93
3593399694467427,Low Spender,511,28317.3,509.71
3565996340207976,Low Spender,528,28251.21,508.52
4878364946692291,Low Spender,481,28205.11,507.69
30357372465631,Low Spender,516,28096.97,505.75
5127412150261034,Low Spender,505,27940.48,502.93
6515067575568369,Low Spender,510,27919.05,502.54
213186551511454,Low Spender,505,27817.82,500.72
3560336828629935,Low Spender,524,27785.86,500.15
3534093764340240,Low Spender,478,27778.53,500.01
213136802746375,Low Spender,470,27756.9,499.62
2222157926772399,Low Spender,510,27677.16,498.19
4824023901222438,Low Spender,500,27349.33,492.29
6564459919350820,Low Spender,513,27344.85,492.21
30446018552504,Low Spender,519,27130.85,488.36
30491348102802,Low Spender,504,26992.04,485.86
371683116218417,Low Spender,503,26959.86,485.28
4764202053279782,Low Spender,508,26863.44,483.54
346243940647414,Low Spender,482,26771.65,481.89
5410056176712193,Low Spender,490,26607.79,478.94
571314334723,Low Spender,496,26553.18,477.96
373213026644490,Low Spender,523,26524.95,477.45
3540862542587229,Low Spender,513,26522.14,477.4
630412733309,Low Spender,508,26180.48,471.25
3541687240161491,Low Spender,481,26131.99,470.38
4110266553600176127,Low Spender,502,26030.57,468.55
342360239917375,Low Spender,489,25989.25,467.81
4426075337087318654,Low Spender,490,25945.7,467.02
30541100351706,Low Spender,518,25879.67,465.83
30596478689301,Low Spender,506,25809.81,464.58
4806443445305,Low Spender,508,25807.55,464.54
5289285402893489,Low Spender,496,25785.02,464.13
4874006077381178,Low Spender,500,25496.6,458.94
3576511691045060,Low Spender,511,25371.39,456.69
60487002085,Low Spender,496,25160.11,452.88
30042378430132,Low Spender,498,25032.79,450.59
3536818734263520,Low Spender,498,24928.92,448.72
4228411452607671,Low Spender,529,24772.74,445.91
3551512895305309,Low Spender,486,24607.0,442.93
347612609554823,Low Spender,506,24304.74,437.49
4189814094741,Low Spender,490,22460.7,404.29
4373370572092720777,Low Spender,485,22403.51,403.26
4335531783520911,Low Spender,501,22403.39,403.26
4158008602445,Low Spender,516,22273.8,400.93
